_id,AmbientAirTemp,Date,CabinTemp1,ReturnAirTemp,DigitalInputs,DigitalOutputs,BlowerPWM,BlowerHours,CondensorPWM,CompCurr,BattV,CompVolt,HMIReqTemp,serialNumber,CabinTemp,DigitalInputsCal,DigitalOutputsCal,Voltage,Volts,CabinTempHeat,Cabin_Temp_A/C,Cabin_Temp_Fan,Temp_Request
5f6de12e979dd03e1c00032d,77.400002,25-09-2020 12:23,64.800003,66.199997,272,61,30,2078.699951,35,4.2,12.4,46,65.199997,10081473,65.5,AC,1,12.4,12.4,N/A,65.8499985,N/A,65.199997
5f6de12e979dd03e1c00032a,78.099998,25-09-2020 12:23,65.800003,67.099998,272,61,30,2078.699951,38,5,12.3,46,65.199997,10081473,66.4500005,AC,1,12.3,12.3,N/A,66.77499925,N/A,65.199997
5f6de12e979dd03e1c000327,77.699997,25-09-2020 12:23,66.900002,68.300003,272,61,30,2078.699951,39,5.4,12.3,46,65.199997,10081473,67.6000025,AC,1,12.3,12.3,N/A,67.95000275,N/A,65.199997
5f6de12e979dd03e1c000324,77.400002,25-09-2020 12:23,67.800003,69,272,61,30,2078.600098,36,4.6,12.4,46,65.199997,10081473,68.4000015,AC,1,12.4,12.4,N/A,68.70000075,N/A,65.199997
5f6de12e979dd03e1c000321,77.099998,25-09-2020 12:23,67.599998,68.800003,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,68.2000005,AC,1,12.7,12.7,N/A,68.50000175,N/A,65.199997
5f6de12e979dd03e1c00031e,77.199997,25-09-2020 12:23,67.300003,68.5,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,67.9000015,AC,1,12.7,12.7,N/A,68.20000075,N/A,65.199997
5f6de12e979dd03e1c00031b,77.5,25-09-2020 12:23,66.900002,68.199997,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,67.5499995,AC,1,12.7,12.7,N/A,67.87499825,N/A,65.199997
5f6de12e979dd03e1c000318,77.900002,25-09-2020 12:23,66.5,67.900002,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,67.200001,AC,1,12.7,12.7,N/A,67.5500015,N/A,65.199997
5f6de12e979dd03e1c000317,77.900002,25-09-2020 12:23,66.5,67.900002,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,67.200001,AC,1,12.7,12.7,N/A,67.5500015,N/A,65.199997
5f6de12e979dd03e1c000314,77.900002,25-09-2020 12:23,65.900002,67.400002,272,41,30,2078.600098,0,0,12.7,0,65.199997,10081473,66.650002,AC,1,12.7,12.7,N/A,67.025002,N/A,65.199997
